"LOCATION","Country","TYPE_VAR","Type of indicator","VARIABLE","Indicator","WB","Current/Future Well-being","SEX","Sex","AGE","Age","EDUCATION","Education","TIME","Time","Value","Flag Codes","Flags"
"DNK","Denmark","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",30.7566,,
"DNK","Denmark","DEP","Deprivation","1_6","Financial insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",30.1999986171722,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",1.16612464446543,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",1.08892117999452,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",0.736241299977414,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",0.55295209740056,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",0.399445389227874,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",0.610249399530804,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",1.56893357956071,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",1.92483479004512,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.22832716903799,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",1.93169726865754,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",1.7951679515437,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",1.73632656149005,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",1.27704358475557,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",1.2503986179146,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.02303649266905,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",0.851899684476722,,
"DNK","Denmark","DEP","Deprivation","2_3","Long-term unemployment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",0.964162505776045,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",6.5983162,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",6.2207618,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",5.1015997,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",5.9599805,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",6.5681114,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",8.0297651,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",10.05693,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",10.110878,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",11.284292,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",10.574966,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",10.519432,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",9.2216911,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",7.586339,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",10.453158,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",9.0613146,,
"DNK","Denmark","DEP","Deprivation","2_4","Youth not in employment, education or training","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",8.8606739,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",23.1353655457497,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",25.5595564842224,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",24.8510733246803,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",24.3015393614769,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",24.9778643250465,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",22.300198674202,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",25.817260146141,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",25.114718079567,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",23.631078004837,,
"DNK","Denmark","DEP","Deprivation","3_3","Housing cost overburden","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",25.2859055995941,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",0,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",4.03641983866692,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",3.63999679684639,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",5.37251010537148,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",3.00885159522295,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.71986159682274,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.24803779274225,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",2.11774688214064,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",1.91431231796742,,
"DNK","Denmark","DEP","Deprivation","3_4","Poor households without access to basic sanitary facilities","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",1.89648773521185,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",2.75524511830239,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",4.552765311689,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",4.59142906120664,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",6.10149532900424,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",2.48499794751676,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",3.82094779373025,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",4.81801993129944,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",3.50160731238602,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",4.33621832464215,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",4.01143603785271,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",4.54866233392275,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",4.78668956120833,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",4.17135987928092,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",4.22708818775003,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",5.25357693949656,,
"DNK","Denmark","DEP","Deprivation","7_1","Social support","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",5.49631958460855,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",17.4011374420295,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",11.6189097028862,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",16.9918942506448,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",16.1653190955806,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",18.388697962577,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",16.8815027960209,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",15.812955007037,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",16.5819109233364,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",17.1084217581193,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",12.950481805727,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",15.6158305503999,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",16.0649298637573,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",12.0390591288419,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",11.7806538810988,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",13.9685745962514,,
"DNK","Denmark","DEP","Deprivation","10_2","Feeling safe at night","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",11.5217770580503,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",26565,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",26867,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",27317,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",28081,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",28595,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",28690,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",29251,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",29332,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",29185,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",29058,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",28808,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",29038,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",29500,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",29722,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",30227,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",30782,,
"FIN","Finland","AVERAGE","Average","1_1","Household income","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",30708,,
"FIN","Finland","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",116246,,
"FIN","Finland","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",120027,,
"FIN","Finland","AVERAGE","Average","1_3","Household wealth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",116885,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",73.8472368884196,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",74.57805907173,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",75.4385964912281,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",76.0055963623644,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",76.9364362625912,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",75.1991686872186,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",74.6201657458564,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",75.3733935394234,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",75.5850506461754,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",75.0350631136045,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",74.8239436619718,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",74.7175141242938,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",75.0804133678623,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",75.9110336946014,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",78.0464794851326,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",78.9352929667674,,
"FIN","Finland","AVERAGE","Average","2_1","Employment rate","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",78.5572324349238,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",2.27960395812988,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",2.31580305099487,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",3.00747203826904,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",2.88839292526245,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",2.66399359703064,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",2.44981694221497,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",2.55787301063538,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",2.11114239692688,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",2.53882431983948,,
"FIN","Finland","AVERAGE","Average","2_5","Labour market insecurity","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",2.24455428123474,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",36.0883,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",52.8619,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",62.8782,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",66.1444,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",73.7382,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",75.8024,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",81.2968,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",84.9687,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",87.9929,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",88.916,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",89.524,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",91.21,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",93.4095,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",92.9988,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2019","2019",93.0666,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2020","2020",94.8272,,
"FIN","Finland","AVERAGE","Average","3_5","Households with internet access at home ","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2021","2021",95.4751,,
"FIN","Finland","AVERAGE","Average","4_1","Time off","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",15.171413,,
"FIN","Finland","AVERAGE","Average","4_3","Gender gap in working hours","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",36.6292610168457,,
"FIN","Finland","AVERAGE","Average","4_4","Satisfaction with time use","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",7.66676040494938,,
"FIN","Finland","AVERAGE","Average","4_4","Satisfaction with time use","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",7.77740677723599,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2004","2004",79,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2005","2005",79.1,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2006","2006",79.5,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2007","2007",79.6,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2008","2008",79.9,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2009","2009",80.1,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2010","2010",80.2,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2011","2011",80.6,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2012","2012",80.7,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2013","2013",81.1,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2014","2014",81.3,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2015","2015",81.6,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2016","2016",81.5,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2017","2017",81.7,,
"FIN","Finland","AVERAGE","Average","5_1","Life expectancy at birth","CWB","Current Well-being","TOT","Total population","TOT","Total population","TOT","Total population","2018","2018",81.8,,
